,title,job_type,compensation,city,education,work_experience,feedback_time,time,company,company_type,company_number,company_link,only_city,low,heigh,mean_money
170,Python开发工程师,企,10-19万,北京,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,北京数字联盟网络科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911220195.shtml,北京,10,19,14.5
171,高级软件工程师（python方向）,企,18-30万,北京,本科及以上,4年工作经验,投递后：1个工作日内反馈,2017年12月11日,国双科技,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910923598.shtml,北京,18,30,24.0
172,Python开发工程师,企,面议,北京,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,会找房(北京)网络技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197750924.shtml,北京,面议,面议,面议
173,python开发工程师,企,24-29万,北京,统招本科,8年工作经验,投递后：5个工作日内反馈,2017年12月11日,云和恩墨信息技术,IT服务/系统集成,100-499人,https://www.liepin.com/job/197725738.shtml,北京,24,29,26.5
174,Python高级开发工程师(Lf3Yjk),企,12-24万,北京,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月11日,马上消费金融股份有限公司,基金/证券/期货/投资,1000-2000人,https://www.liepin.com/job/1911200788.shtml,北京,12,24,18.0
175,高级Python开发工程师,企,21-42万,北京,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,蚂蜂窝,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910596054.shtml,北京,21,42,31.5
176,架构师/高级PHP工程师/高级Python工程师,企,面议,上海,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,复星高科技,全部行业,1000-2000人,https://www.liepin.com/job/1910116172.shtml,上海,面议,面议,面议
177,Python Web 工程师,企,面议,北京,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,有康爱帮健康科技(北京)有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198708037.shtml,北京,面议,面议,面议
178,数据分析工程师（Python/R）,企,7-13万,上海-徐汇区,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月11日,和金在线(北京)科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911062731.shtml,上海,7,13,10.0
179,python工程师,企,13-24万,成都,学历不限,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,云和恩墨信息技术,IT服务/系统集成,100-499人,https://www.liepin.com/job/195167727.shtml,成都,13,24,18.5
180,Python开发工程师,企,10-21万,上海,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,驻云科技,IT服务/系统集成,100-499人,https://www.liepin.com/job/197460426.shtml,上海,10,21,15.5
181,Python Developer,企,面议,上海-闸北区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,源讯信息技术(中国)有限公司,IT服务/系统集成,500-999人,https://www.liepin.com/job/199241168.shtml,上海,面议,面议,面议
182,python开发工程师,企,10-18万,杭州-拱墅区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,杭州皓天信息技术有限公司,计算机软件,1-49人,https://www.liepin.com/job/199082912.shtml,杭州,10,18,14.0
183,Python开发工程师,企,面议,北京-海淀区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,中视广信,IT服务/系统集成,100-499人,https://www.liepin.com/job/195226025.shtml,北京,面议,面议,面议
184,python开发工程师,企,21-42万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,新浪,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/199463307.shtml,北京,21,42,31.5
185,Python研发工程师(爬虫方向),企,面议,上海,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,聚力传媒上海,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/199532968.shtml,上海,面议,面议,面议
186,高级开发工程师-Python/Java/Go(023411),企,18-30万,杭州-拱墅区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,京东金融集团,基金/证券/期货/投资,2000-5000人,https://www.liepin.com/job/199121860.shtml,杭州,18,30,24.0
187,Python开发工程师（Web方向）,企,21-35万,杭州,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,杭州嘉云数据科技有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910995744.shtml,杭州,21,35,28.0
188,高级python开发工程师,企,21-42万,上海,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,上海橙金信息科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199832504.shtml,上海,21,42,31.5
189,Python/Go开发工程师-小米视频,企,28-42万,北京,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,小米,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/199076941.shtml,北京,28,42,35.0
190,python后端工程师,企,10-12万,杭州-下城区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,巴九灵,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910783343.shtml,杭州,10,12,11.0
191,Python开发工程师,企,12-24万,成都-高新区,统招本科,1年工作经验,投递后：10个工作日内反馈,2017年12月11日,网信集团,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910453859.shtml,成都,12,24,18.0
192,架构师（Python方向）,企,面议,西安-高新区,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,软通动力技术服务有限公司分支机构,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/198667724.shtml,西安,面议,面议,面议
193,python研发工程师(000377),企,45-75万,北京,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,融360,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911210152.shtml,北京,45,75,60.0
194,高级Python工程师,企,面议,北京-海淀区,学历不限,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳码隆科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911150150.shtml,北京,面议,面议,面议
195,python开发运维工程师,企,13-25万,深圳,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,奥比中光,电子技术/半导体/集成电路,100-499人,https://www.liepin.com/job/1911097583.shtml,深圳,13,25,19.0
196,Python研发工程师,企,面议,大连-沙河口,本科及以上,经验不限,投递后：2个工作日内反馈,2017年12月11日,悦视光合科技(大连)有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910999739.shtml,大连,面议,面议,面议
197,Python开发工程师,企,7-13万,上海-徐汇区,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月11日,和金在线(北京)科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910430260.shtml,上海,7,13,10.0
198,python开发工程师,企,18-30万,北京-海淀区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,四川无声信息技术有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910798701.shtml,北京,18,30,24.0
199,python课程设计,企,12-24万,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,傲梦,教育/培训/学术/科研/院校,50-99人,https://www.liepin.com/job/199986799.shtml,上海,12,24,18.0
200,云平台python开发工程师（初级）,企,面议,上海,本科及以上,1年工作经验,投递后：10个工作日内反馈,2017年12月11日,中国太平洋保险(集团)股份有限公司,保险,1000-2000人,https://www.liepin.com/job/1910721973.shtml,上海,面议,面议,面议
201,高级Python开发工程师（搜索推荐系统开发）,企,面议,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,齐家网,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910685615.shtml,上海,面议,面议,面议
202,Python 后端开发工程师,企,面议,杭州-下城区,本科及以上,1年工作经验,投递后：10个工作日内反馈,2017年12月11日,巴九灵,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910642824.shtml,杭州,面议,面议,面议
203,高级Python工程师,企,28-42万,上海,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,上海橙金信息科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910589824.shtml,上海,28,42,35.0
204,Java/Python开发工程师,企,面议,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,千寻位置,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910585226.shtml,上海,面议,面议,面议
205,大数据开发（Python 或 R语言）编号02,企,21-46万,上海,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1910203873.shtml,上海,21,46,33.5
206,Python工程师／机器学习工程师,企,22-30万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,布雷恩英,网络游戏,1-49人,https://www.liepin.com/job/197964735.shtml,北京,22,30,26.0
207,高级开发工程师-Python/Java/Go(023404),企,面议,北京-大兴区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,京东金融集团,基金/证券/期货/投资,2000-5000人,https://www.liepin.com/job/199121977.shtml,北京,面议,面议,面议
208,高级Python开发工程师,企,14-24万,武汉,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,武汉一起好金融信息服务股份有限公司,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910082195.shtml,武汉,14,24,19.0
209,python开发工程师,企,10-18万,广州,大专及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,广东全彩科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199178924.shtml,广州,10,18,14.0
210,工具开发工程师(Python)J10718,企,面议,上海,统招本科,33年工作经验,投递后：5个工作日内反馈,2017年12月11日,展讯,电子技术/半导体/集成电路,2000-5000人,https://www.liepin.com/job/199880049.shtml,上海,面议,面议,面议
211,高级python工程师,企,23-38万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,北京点石经纬科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199667277.shtml,北京,23,38,30.5
212,高级Python工程师,企,24-31万,上海-闵行区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,趣送信息技术(上海)有限公司,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/199407273.shtml,上海,24,31,27.5
213,Python开发工程师,企,10-18万,杭州,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月11日,杭州皓天信息技术有限公司,计算机软件,1-49人,https://www.liepin.com/job/199092623.shtml,杭州,10,18,14.0
214,python高级开发工程师,企,20-39万,北京,统招本科,4年工作经验,投递后：10个工作日内反馈,2017年12月11日,会找房(北京)网络技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197748908.shtml,北京,20,39,29.5
215,python开发,企,面议,北京,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月10日,致趣广告,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911116382.shtml,北京,面议,面议,面议
216,python开发工程师,企,16-33万,北京,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月10日,众联极享,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910188217.shtml,北京,16,33,24.5
217,Cloud IaaS Support (Linux/Xen/Python),企,面议,南京,统招本科,4年工作经验,投递后：1个工作日内反馈,2017年12月10日,Oracle甲骨文,计算机软件,10000人以上,https://www.liepin.com/job/1910286443.shtml,南京,面议,面议,面议
218,Python开发工程师,企,12-22万,深圳,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月10日,500.com集团,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910066642.shtml,深圳,12,22,17.0
219,Python服务端开发工程师,企,面议,北京,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,金山云网络,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910588908.shtml,北京,面议,面议,面议
220,python开发工程师,企,12-24万,北京,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,金山云网络,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/194293184.shtml,北京,12,24,18.0
221,python开发工程师,企,18-36万,深圳,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,迅雷,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/194023420.shtml,深圳,18,36,27.0
222,中级Python开发工程师,企,面议,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,优刻得,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910870785.shtml,上海,面议,面议,面议
223,Python研发工程师,企,面议,上海,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,数据交易中心,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/195128039.shtml,上海,面议,面议,面议
224,C++/Go/Java/Python/Javascript,企,18-36万,上海,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,上海若灵软件技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/198277100.shtml,上海,18,36,27.0
225,Python开发工程师,企,11-22万,北京,统招本科,1年工作经验,投递后：10个工作日内反馈,2017年12月09日,北京妙计科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910902807.shtml,北京,11,22,16.5
226,高级Python开发工程师,企,21-35万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月09日,北京妙计科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910902721.shtml,北京,21,35,28.0
227,python工程师,企,10-17万,深圳,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月09日,深圳米筐科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910595861.shtml,深圳,10,17,13.5
228,python爬虫工程师,企,23-39万,北京-朝阳区,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月09日,货圈全,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910459107.shtml,北京,23,39,31.0
229,高德-python开发高级工程师,企,29-58万,北京,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年12月09日,高德软件,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910088674.shtml,北京,29,58,43.5
230,python工程师-AI开放平台-中国-00428,企,18-36万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月09日,羽扇智,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911152537.shtml,北京,18,36,27.0
231,高级Python运维开发工程师,企,21-35万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月09日,北京妙计科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910902418.shtml,北京,21,35,28.0
232,BIOS开发（C/Python）,企,12-18万,大连,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月09日,上海思芮信息科技有限公司,计算机软件,2000-5000人,https://www.liepin.com/job/197687640.shtml,大连,12,18,15.0
233,BIOS开发（C/Python）,企,12-18万,上海-闵行区,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月09日,上海思芮信息科技有限公司,计算机软件,2000-5000人,https://www.liepin.com/job/197687641.shtml,上海,12,18,15.0
234,Python数据开发工程师,企,面议,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月09日,新智能源系统控制有限责任公司,新能源,100-499人,https://www.liepin.com/job/199032211.shtml,北京,面议,面议,面议
235,Python开发工程师,企,面议,北京-昌平区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,得瑞领新,电子技术/半导体/集成电路,50-99人,https://www.liepin.com/job/1910869282.shtml,北京,面议,面议,面议
236,sz-python开发,企,面议,深圳,大专及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月08日,CMGE中手游,网络游戏,1000-2000人,https://www.liepin.com/job/199882942.shtml,深圳,面议,面议,面议
237,Python开发,企,12-18万,北京-海淀区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,中创信测科技,通信(设备/运营/增值),100-499人,https://www.liepin.com/job/199479073.shtml,北京,12,18,15.0
238,PYTHON开发工程师,企,6-11万,郑州-高新区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月08日,北京元鼎时代科技股份有限公司,IT服务/系统集成,100-499人,https://www.liepin.com/job/1910222879.shtml,郑州,6,11,8.5
239,Python开发工程师,企,18-30万,北京-顺义区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月08日,航天星图科技(北京)有限公司,IT服务/系统集成,100-499人,https://www.liepin.com/job/1910876243.shtml,北京,18,30,24.0
240,Python 开发工程师,企,16-31万,北京,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,有利网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/199226346.shtml,北京,16,31,23.5
241,Python开发工程师,企,18-24万,北京-丰台区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,北京网藤科技有限公司,计算机硬件/网络设备,50-99人,https://www.liepin.com/job/1910038328.shtml,北京,18,24,21.0
242,云平台开发工程师（JAVA、Python）,企,24-36万,北京-顺义区,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月08日,航天星图科技(北京)有限公司,IT服务/系统集成,100-499人,https://www.liepin.com/job/1910876294.shtml,北京,24,36,30.0
243,Python开发工程师,企,12-24万,北京,大专及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月08日,乐飞天下,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910961971.shtml,北京,12,24,18.0
244,python工程师,企,面议,北京,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月08日,北京创金启富,基金/证券/期货/投资,1-49人,https://www.liepin.com/job/199610298.shtml,北京,面议,面议,面议
245,python工程师,企,14-17万,深圳-南山区,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月08日,达而观信息科技(上海)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911187939.shtml,深圳,14,17,15.5
246,Python运维开发工程师,企,10-18万,北京,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月08日,环球合一网络技术(北京)有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198972782.shtml,北京,10,18,14.0
247,服务器研发工程师（Python）...,企,18-36万,北京,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,春雨医生,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/197281466.shtml,北京,18,36,27.0
248,Python开发工程师（校招）,企,5-10万,北京,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月08日,北京第三石信息技术有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910966135.shtml,北京,5,10,7.5
249,python工程师,企,面议,北京,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月08日,绿欣科技发展(北京)有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910702790.shtml,北京,面议,面议,面议
250,Python工程师,企,12-36万,北京,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,航旅在线(北京)科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197738855.shtml,北京,12,36,24.0
251,python,企,30-49万,北京,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月08日,北京好巧国际旅行社有限公司,全部行业,100-499人,https://www.liepin.com/job/199819719.shtml,北京,30,49,39.5
252,python开发工程师,企,18-36万,上海,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,上海橙信网络科技有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911063438.shtml,上海,18,36,27.0
253,python工程师,企,24-36万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,The ONE,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/197626085.shtml,北京,24,36,30.0
254,Python运维开发工程师,企,23-38万,深圳-罗湖区,大专及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月08日,携程,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1910555867.shtml,深圳,23,38,30.5
255,python测试工程师,企,面议,北京,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,有利网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/199192197.shtml,北京,面议,面议,面议
256,python开发工程师,企,14-29万,上海,统招本科,1年工作经验,投递后：10个工作日内反馈,2017年12月08日,合合信息,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910934041.shtml,上海,14,29,21.5
257,Linux C++/Python高级研发工程师,企,30-49万,北京,大专及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月08日,北京好巧国际旅行社有限公司,全部行业,100-499人,https://www.liepin.com/job/199819587.shtml,北京,30,49,39.5
258,Python后端开发/架构师,企,面议,上海,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月08日,触宝科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/197235965.shtml,上海,面议,面议,面议
259,Python,企,14-24万,杭州,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,汽车超人,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910987751.shtml,杭州,14,24,19.0
260,Python后端开发工程师,企,12-24万,成都,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月08日,宜高美信息服务(成都)有限公司,计算机软件,100-499人,https://www.liepin.com/job/1910652104.shtml,成都,12,24,18.0
261,大数据应用工程师-Python,企,24-48万,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,拿米金服,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911185004.shtml,上海,24,48,36.0
262,Python云平台开发,企,23-45万,北京-海淀区,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月08日,瓜子二手车直卖网,互联网/移动互联网/电子商务,5000-10000人,https://www.liepin.com/job/1910901099.shtml,北京,23,45,34.0
263,Python开发工程师,企,12-18万,南京-雨花台,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月08日,南京擎盾,计算机软件,100-499人,https://www.liepin.com/job/1911122770.shtml,南京,12,18,15.0
264,Python开发,企,21-42万,上海-杨浦区,本科及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月08日,上海骞云信息科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/195779892.shtml,上海,21,42,31.5
265,Python高级开发工程师,企,20-39万,上海,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月08日,第一弹,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910323730.shtml,上海,20,39,29.5
266,Python后端开发,企,20-39万,上海,统招本科,4年工作经验,投递后：5个工作日内反馈,2017年12月08日,第一弹,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199077097.shtml,上海,20,39,29.5
267,Python开发工程师（上海）,企,面议,上海,本科及以上,经验不限,投递后：10个工作日内反馈,2017年12月08日,平安科技,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/199004611.shtml,上海,面议,面议,面议
268,资深Web后端开发工程师（Python）,企,18-36万,南京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,天数科技,计算机软件,50-99人,https://www.liepin.com/job/1911191926.shtml,南京,18,36,27.0
269,python工程师,企,14-17万,上海,统招本科,经验不限,投递后：2个工作日内反馈,2017年12月08日,达而观信息科技(上海)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911163145.shtml,上海,14,17,15.5
270,自动化测试工程师-Python,企,6-12万,成都,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月08日,宜高美信息服务(成都)有限公司,计算机软件,100-499人,https://www.liepin.com/job/1911109648.shtml,成都,6,12,9.0
271,python开发工程师,企,面议,合肥,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月08日,合肥市合趣网络科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910205191.shtml,合肥,面议,面议,面议
272,python开发工程师,企,18-30万,北京,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月08日,首都在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911012610.shtml,北京,18,30,24.0
273,python工程师,企,18-36万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,羽扇智,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910993752.shtml,北京,18,36,27.0
274,Python高级开发工程师,企,18-30万,北京,统招本科,4年工作经验,投递后：2个工作日内反馈,2017年12月08日,达内时代科技集团有限公司,教育/培训/学术/科研/院校,5000-10000人,https://www.liepin.com/job/1910454352.shtml,北京,18,30,24.0
275,Python高级工程师(002618),企,18-30万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,达内时代科技集团有限公司,教育/培训/学术/科研/院校,5000-10000人,https://www.liepin.com/job/1910827334.shtml,北京,18,30,24.0
276,python开发工程师,企,10-14万,长沙-天心区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,湖南墨点信息科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910982222.shtml,长沙,10,14,12.0
277,python开发工程师,企,11-20万,北京,统招本科,1年工作经验,投递后：10个工作日内反馈,2017年12月08日,人人友信集团,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910967810.shtml,北京,11,20,15.5
278,Python开发工程师,企,12-18万,深圳,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,有棵树,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910892482.shtml,深圳,12,18,15.0
279,python讲师(000554),企,24-42万,北京-东城区,统招本科,4年工作经验,投递后：2个工作日内反馈,2017年12月08日,达内时代科技集团有限公司,教育/培训/学术/科研/院校,5000-10000人,https://www.liepin.com/job/197466613.shtml,北京,24,42,33.0
280,Python开发工程师,企,7-18万,珠海-香洲区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月08日,珠海哈工有思科技有限公司,仪器/仪表/工业自动化/电气,1-49人,https://www.liepin.com/job/1910705524.shtml,珠海,7,18,12.5
281,"Software Engineer –Python, Java, Cloud",企,12-24万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,贵州华芯通半导体技术有限公司,电子技术/半导体/集成电路,100-499人,https://www.liepin.com/job/197422364.shtml,北京,12,24,18.0
282,python,企,23-47万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,有利网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/198080687.shtml,北京,23,47,35.0
283,Python开发工程师,企,18-24万,上海-闵行区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,上海云茧网络科技有限公司,网络游戏,100-499人,https://www.liepin.com/job/1910495920.shtml,上海,18,24,21.0
284,python培训讲师,企,10-20万,成都,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月08日,成都数聚城堡科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910316401.shtml,成都,10,20,15.0
285,python开发工程师,企,10-18万,厦门,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月08日,笨鸟社交,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910194552.shtml,厦门,10,18,14.0
286,Principal Programmer Analyst-Python/Java,企,面议,上海,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月08日,Oracle甲骨文,计算机软件,10000人以上,https://www.liepin.com/job/199672729.shtml,上海,面议,面议,面议
