,title,job_type,compensation,city,education,work_experience,feedback_time,time,company,company_type,company_number,company_link,only_city,low,heigh,mean_money
0,python开发工程师,企,14-25万,成都,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,钱方好近,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199478825.shtml,成都,14,25,19.5
1,Python开发工程师,企,18-30万,北京-朝阳区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,北京我最在行信息技术有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910775111.shtml,北京,18,30,24.0
2,高级Python开发工程师,企,面议,上海,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,优刻得,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910870763.shtml,上海,面议,面议,面议
3,自动化测试工程师（Python 编号02N）,企,12-20万,上海,大专及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1911097677.shtml,上海,12,20,16.0
4,Python后端工程师,企,24-36万,北京,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,北京山茶花科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910546568.shtml,北京,24,36,30.0
5,python研发工程师(vmware...,企,18-36万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,首都在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199761076.shtml,北京,18,36,27.0
6,Python Engineer,企,12-18万,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,寻仟信息,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910634626.shtml,上海,12,18,15.0
7,Python工程师,企,12-24万,上海,统招本科,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,米飞网络,通信(设备/运营/增值),50-99人,https://www.liepin.com/job/197820447.shtml,上海,12,24,18.0
8,Python研发工程师,企,18-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,北京升哲科技有限公司,计算机硬件/网络设备,100-499人,https://www.liepin.com/job/1910845676.shtml,北京,18,30,24.0
9,Python高级开发工程师（模拟请求方向）,企,16-31万,北京,大专及以上,1年工作经验,投递后：1个工作日内反馈,2017年12月11日,北京博派通达科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910817612.shtml,北京,16,31,23.5
10,PHP开发工程师（会Python）,企,面议,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,好体科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/197301528.shtml,上海,面议,面议,面议
11,Python 高级开发工程师,企,28-56万,北京,统招本科,2年工作经验,投递后：2个工作日内反馈,2017年12月11日,旷视科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198847440.shtml,北京,28,56,42.0
12,Python 开发工程师,企,30-60万,北京,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,北京思维造物信息科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199299604.shtml,北京,30,60,45.0
13,"Software Engineer_Python/C,C++/EDA",企,面议,上海,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,新思科技,电子技术/半导体/集成电路,5000-10000人,https://www.liepin.com/job/194140728.shtml,上海,面议,面议,面议
14,python开发工程师,企,10-22万,杭州,大专及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,杭州沃趣科技股份有限公司,IT服务/系统集成,50-99人,https://www.liepin.com/job/196674979.shtml,杭州,10,22,16.0
15,python开发工程师（C）,企,7-10万,上海,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,寻仟信息,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910975719.shtml,上海,7,10,8.5
16,Python开发工程师（自动化测试方向）,企,面议,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,东方明珠新媒体,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910919340.shtml,上海,面议,面议,面议
17,Python工程师,企,7-14万,长沙,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,康通电子,电子技术/半导体/集成电路,100-499人,https://www.liepin.com/job/1910887741.shtml,长沙,7,14,10.5
18,python开发工程师,企,16-23万,上海,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,亮昕网络,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910720024.shtml,上海,16,23,19.5
19,Python 开发工程师,企,12-18万,上海,大专及以上,1年工作经验,投递后：10个工作日内反馈,2017年12月11日,两鲜网超,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910560533.shtml,上海,12,18,15.0
20,python开发工程师（爬虫方向）,企,18-24万,上海,大专及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,杭州数云信息技术有限公司上海分公司,计算机软件,100-499人,https://www.liepin.com/job/1910341671.shtml,上海,18,24,21.0
21,Python开发工程师,企,13-22万,上海,本科及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,晨光文具,食品/饮料/烟酒/日化,5000-10000人,https://www.liepin.com/job/197793945.shtml,上海,13,22,17.5
22,python开发工程师,企,11-14万,上海,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,达而观信息科技(上海)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911090360.shtml,上海,11,14,12.5
23,Python爬虫高级工程师,企,18-30万,上海,大专及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,善林(上海)金融,基金/证券/期货/投资,10000人以上,https://www.liepin.com/job/1910966929.shtml,上海,18,30,24.0
24,高级Python研发工程师,企,20-39万,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,贝米钱包,基金/证券/期货/投资,50-99人,https://www.liepin.com/job/199334779.shtml,上海,20,39,29.5
25,python研发工程师,企,35-42万,北京-朝阳区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,钱方好近,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/194160912.shtml,北京,35,42,38.5
26,初级Python工程师,企,10-16万,杭州,统招本科,经验不限,投递后：10个工作日内反馈,2017年12月11日,杭州览众数据科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1910934556.shtml,杭州,10,16,13.0
27,Python开发工程师——ZBC,企,面议,北京,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,金山云网络,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/199047590.shtml,北京,面议,面议,面议
28,python开发工程师,企,7-12万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,数据堂,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199550154.shtml,北京,7,12,9.5
29,Python软件工程师,企,7-14万,广州,大专及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,广州市云润大数据服务有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910263954.shtml,广州,7,14,10.5
30,Web后端工程师(Python),企,21-33万,上海-闵行区,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,苏州体素信息科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910250658.shtml,上海,21,33,27.0
31,流程研发工程师（Python）,企,面议,北京,学历不限,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,北京若森数字科技有限公司,影视/媒体/艺术/文化/出版,100-499人,https://www.liepin.com/job/197731328.shtml,北京,面议,面议,面议
32,Python工程师（爬虫）,企,18-26万,上海,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,上海橙金信息科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910883915.shtml,上海,18,26,22.0
33,Python开发工程师,企,24-48万,深圳,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,深圳码隆科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910780279.shtml,深圳,24,48,36.0
34,Python高级研发工程师,企,17-26万,广州,大专及以上,5年工作经验,投递后：10个工作日内反馈,2017年12月11日,御银科技,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910526907.shtml,广州,17,26,21.5
35,高级Python开发工程师,企,24-48万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,旷视科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910434047.shtml,北京,24,48,36.0
36,python工程师,企,20-39万,北京,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,爱咔咔,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/199129434.shtml,北京,20,39,29.5
37,python开发工程师,企,11-14万,深圳-南山区,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,达而观信息科技(上海)有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911090401.shtml,深圳,11,14,12.5
38,Python工程师,企,20-42万,北京-朝阳区,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,六次方(北京)信息科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911131752.shtml,北京,20,42,31.0
39,Python开发工程师,企,面议,上海,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,上海莉莉丝科技股份有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910846848.shtml,上海,面议,面议,面议
40,Python开发工程师（编号03）,企,16-31万,上海,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1910750792.shtml,上海,16,31,23.5
41,Python中级开发工程师（编号02）,企,10-20万,上海,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1910737208.shtml,上海,10,20,15.0
42,Python工程师-真格投资企业合作企业（星尘数据）,企,18-30万,北京,本科及以上,1年工作经验,投递后：1个工作日内反馈,2017年12月11日,北京真格天成投资管理有限公司,基金/证券/期货/投资,1-49人,https://www.liepin.com/job/1910409557.shtml,北京,18,30,24.0
43,Python 算法工程师,企,16-30万,深圳,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳晶泰科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199565265.shtml,深圳,16,30,23.0
44,python开发工程师,企,面议,上海,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,进馨网络,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199323291.shtml,上海,面议,面议,面议
45,Python开发工程师,企,面议,北京-昌平区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,中油瑞飞,计算机软件,2000-5000人,https://www.liepin.com/job/1910843392.shtml,北京,面议,面议,面议
46,Python开发工程师（大数据方向）,企,8-16万,成都-高新区,大专及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,海南太美航空股份有限公司,航空/航天,100-499人,https://www.liepin.com/job/1910509474.shtml,成都,8,16,12.0
47,大数据平台开发工程师（java/python）,企,18-36万,北京-海淀区,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,北京捷通华声科技股份有限公司,计算机软件,100-499人,https://www.liepin.com/job/197519381.shtml,北京,18,36,27.0
48,Python系统开发工程师,企,24-48万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,JoinQuant,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199476034.shtml,北京,24,48,36.0
49,高级后端工程师（python、Go）,企,20-35万,深圳,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳晶泰科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199362172.shtml,深圳,20,35,27.5
50,初中级Python开发工程师,企,12-21万,深圳-福田区,本科及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,雁联,计算机软件,10000人以上,https://www.liepin.com/job/1911185923.shtml,深圳,12,21,16.5
51,软件测试工程师（C++、java、python）,企,12-24万,北京,统招本科,经验不限,投递后：2个工作日内反馈,2017年12月11日,北京捷通华声科技股份有限公司,计算机软件,100-499人,https://www.liepin.com/job/198224226.shtml,北京,12,24,18.0
52,高级/资深Python开发工程师,企,28-49万,杭州,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,杭州嘉云数据科技有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910996079.shtml,杭州,28,49,38.5
53,Python开发工程师,企,10-20万,上海,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月11日,房金所,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/198350335.shtml,上海,10,20,15.0
54,爬虫工程师(Java/Python),企,18-36万,上海,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,上海勃池信息技术有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910408290.shtml,上海,18,36,27.0
55,（云计算）python研发工程师,企,18-36万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,首都在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199761075.shtml,北京,18,36,27.0
56,中级Python开发工程师,企,18-24万,北京-海淀区,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,北京朗势科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197529936.shtml,北京,18,24,21.0
57,Python研发工程师,企,18-36万,上海,学历不限,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,岂安科技,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199488487.shtml,上海,18,36,27.0
58,Python开发工程师,企,21-42万,上海,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月11日,上海谷露软件有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/198851820.shtml,上海,21,42,31.5
59,c++ python,企,24-42万,上海,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,平纳科,外包服务,50-99人,https://www.liepin.com/job/199310198.shtml,上海,24,42,33.0
60,Python工程师,企,13-18万,上海,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,文思海辉,计算机软件,10000人以上,https://www.liepin.com/job/197589338.shtml,上海,13,18,15.5
61,后端开发工程师(python),企,面议,北京,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,北京大数医达科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/197747294.shtml,北京,面议,面议,面议
62,资深Python开发工程师,企,36-48万,深圳,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,零壹移动,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198674021.shtml,深圳,36,48,42.0
63,Python工程师（推荐系统）,企,25-49万,北京,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,陌上花科技,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199589063.shtml,北京,25,49,37.0
64,Python工程师（量化平台）,企,18-30万,北京,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,金融界,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/199302578.shtml,北京,18,30,24.0
65,Python研发工程师(人工智能/数据挖掘),企,8-24万,广州-天河区,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月11日,广州市云润大数据服务有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910438960.shtml,广州,8,24,16.0
66,资深软件开发工程师 - Python/Java,企,18-30万,南京,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,趋势科技,计算机软件,5000-10000人,https://www.liepin.com/job/199432814.shtml,南京,18,30,24.0
67,Python开发工程师,企,24-48万,上海,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月11日,触宝科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910658608.shtml,上海,24,48,36.0
68,高级python开发工程师,企,18-24万,广东省,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,广州中国科学院计算机网络信息中心,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910217093.shtml,广东省,18,24,21.0
69,"python运维工程师(zabbix,私有云方向)",企,18-36万,广州,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,3G门户,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910542186.shtml,广州,18,36,27.0
70,量化开发工程师（Python）,企,面议,杭州,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,恒生电子,计算机软件,5000-10000人,https://www.liepin.com/job/1910186091.shtml,杭州,面议,面议,面议
71,Python研发工程师-大数据平台方向(030756),企,30-60万,北京,统招本科,5年工作经验,投递后：10个工作日内反馈,2017年12月11日,京东金融集团,基金/证券/期货/投资,2000-5000人,https://www.liepin.com/job/1910707565.shtml,北京,30,60,45.0
72,人工智能开发工程师（python/C++/qt）,企,18-36万,深圳,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,零壹移动,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910720230.shtml,深圳,18,36,27.0
73,python工程师（区块链方向）,企,20-26万,深圳-南山区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,微位(深圳)网络科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910552572.shtml,深圳,20,26,23.0
74,python,企,11-26万,深圳,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,深圳市青柏信息科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910429714.shtml,深圳,11,26,18.5
75,Python爬虫工程师,企,10-12万,武汉,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,武汉镝次元数据科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911249215.shtml,武汉,10,12,11.0
76,搜狐媒体-社交产品中心-Python工程师,企,28-42万,北京,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,搜狐新媒体,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1911247699.shtml,北京,28,42,35.0
77,Python高级开发工程师（编号02）,企,21-46万,上海,大专及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月11日,上海复深蓝软件股份有限公司,计算机软件,500-999人,https://www.liepin.com/job/1910022214.shtml,上海,21,46,33.5
78,Python开发工程师,企,10-18万,西安,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,文思海辉,计算机软件,10000人以上,https://www.liepin.com/job/1911222726.shtml,西安,10,18,14.0
79,Python开发工程师,企,10-18万,成都,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,文思海辉,计算机软件,10000人以上,https://www.liepin.com/job/1911222727.shtml,成都,10,18,14.0
80,python工程师,企,10-18万,深圳-南山区,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,华扬资本,基金/证券/期货/投资,50-99人,https://www.liepin.com/job/1911219756.shtml,深圳,10,18,14.0
81,python工程师,企,10-20万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,UNITEDSTACK,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911216887.shtml,北京,10,20,15.0
82,python开发工程师,企,12-24万,东莞-松山湖,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,中软国际科技,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/1911199109.shtml,东莞,12,24,18.0
83,python工程师,企,11-17万,上海-浦东新区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳市紫川软件有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911198119.shtml,上海,11,17,14.0
84,Python开发工程师,企,10-18万,苏州,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,光格设备,计算机硬件/网络设备,100-499人,https://www.liepin.com/job/1911185024.shtml,苏州,10,18,14.0
85,大数据应用工程师-Python,企,24-48万,上海,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,拿米金服,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911183436.shtml,上海,24,48,36.0
86,数据挖掘（R/SAS/Python）工程师,企,12-18万,济南,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,博易智软,计算机软件,100-499人,https://www.liepin.com/job/1911177819.shtml,济南,12,18,15.0
87,Senior Python 后端开发,企,面议,北京-朝阳区,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,恩梯梯数据(中国),IT服务/系统集成,2000-5000人,https://www.liepin.com/job/1911160308.shtml,北京,面议,面议,面议
88,Python高级工程师,企,18-36万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,首都在线,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911156544.shtml,北京,18,36,27.0
89,运维工程师（python自动化运维）,企,7-10万,上海,大专及以上,1年工作经验,投递后：2个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/1910224914.shtml,上海,7,10,8.5
90,大数据BI平台数据开发设计（Python）-上海-00345,企,20-33万,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月11日,领健信息,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1911131817.shtml,上海,20,33,26.5
91,python工程师,企,11-18万,深圳,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳市紫川软件有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/199778613.shtml,深圳,11,18,14.5
92,阿里云运维工程师（python）,企,11-21万,上海,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/1910776821.shtml,上海,11,21,16.0
93,运维工程师（python）,企,11-21万,上海,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/1910964893.shtml,上海,11,21,16.0
94,运维工程师（python自动化运维）,企,8-14万,上海,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/199610465.shtml,上海,8,14,11.0
95,运维工程师（python方向）,企,8-14万,上海-闵行区,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/1910062827.shtml,上海,8,14,11.0
96,python工程师,企,24-48万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,有利网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911113377.shtml,北京,24,48,36.0
97,python开发工程师,企,14-28万,深圳,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,金蝶软件深圳,互联网/移动互联网/电子商务,5000-10000人,https://www.liepin.com/job/1911107826.shtml,深圳,14,28,21.0
98,运维工程师（python自动化运维）,企,8-14万,上海-闵行区,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,泛微,计算机软件,2000-5000人,https://www.liepin.com/job/1911081538.shtml,上海,8,14,11.0
99,Python开发工程师（高级）,企,36-60万,深圳-南山区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,深圳虾皮信息科技有限公司,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1911075685.shtml,深圳,36,60,48.0
100,python开发工程师,企,18-36万,深圳-南山区,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月11日,深圳虾皮信息科技有限公司,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1911074512.shtml,深圳,18,36,27.0
101,Python后台开发/数据平台/Senior,企,18-36万,深圳,统招本科,3年工作经验,投递后：1个工作日内反馈,2017年12月11日,岩心科技,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199383500.shtml,深圳,18,36,27.0
102,Python服务器工程师-小米电视,企,18-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,小米,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1911062010.shtml,北京,18,30,24.0
103,资深Python工程师（深圳）,企,24-36万,深圳-福田区,本科及以上,5年工作经验,投递后：1个工作日内反馈,2017年12月11日,国双科技,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911061895.shtml,深圳,24,36,30.0
104,高级Python开发工程师（深圳）,企,12-24万,深圳-福田区,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月11日,国双科技,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911061872.shtml,深圳,12,24,18.0
105,数据工程师（Python）,企,12-35万,杭州,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,杭州DOWNTOWN,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198912772.shtml,杭州,12,35,23.5
106,Python 研发工程师,企,13-24万,上海,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,店达信息,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/199017972.shtml,上海,13,24,18.5
107,资深Python工程师,企,面议,杭州,统招本科,5年工作经验,投递后：10个工作日内反馈,2017年12月11日,中国电建集团华东院,能源(电力/水利),2000-5000人,https://www.liepin.com/job/1911033811.shtml,杭州,面议,面议,面议
108,Python后台开发工程师,企,14-28万,深圳-南山区,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月11日,奥比中光,电子技术/半导体/集成电路,100-499人,https://www.liepin.com/job/1911002630.shtml,深圳,14,28,21.0
109,Python开发工程师,企,14-24万,成都-高新区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,四川中电启明星,计算机软件,1000-2000人,https://www.liepin.com/job/199786845.shtml,成都,14,24,19.0
110,Python开发工程师（智能投研）,企,面议,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,金融界,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910976991.shtml,北京,面议,面议,面议
111,中级Python工程师,企,18-24万,杭州,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月11日,杭州览众数据科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1910932784.shtml,杭州,18,24,21.0
112,高级Python开发工程师,企,24-36万,深圳-南山区,统招本科,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,武汉微思敦网络技术有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910932535.shtml,深圳,24,36,30.0
113,python开发工程师,企,14-24万,珠海,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,利保机器人,机械制造/机电/重工,50-99人,https://www.liepin.com/job/197388354.shtml,珠海,14,24,19.0
114,Python高级工程师,企,16-31万,西安,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月11日,智园软件,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/196800670.shtml,西安,16,31,23.5
115,技术总监 （大数据、数据挖掘/java/python）,企,30-60万,北京,统招本科,5年工作经验,投递后：1个工作日内反馈,2017年12月11日,北京捷通华声科技股份有限公司,计算机软件,100-499人,https://www.liepin.com/job/197518583.shtml,北京,30,60,45.0
116,python数据挖掘工程师,企,14-22万,深圳,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月11日,新一洲电子,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910872546.shtml,深圳,14,22,18.0
117,资深Python开发工程师,企,面议,上海,统招本科,8年工作经验,投递后：5个工作日内反馈,2017年12月11日,优刻得,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910870755.shtml,上海,面议,面议,面议
