,title,job_type,compensation,city,education,work_experience,feedback_time,time,company,company_type,company_number,company_link
67,web/python全栈工程师,猎,40-70万,深圳,本科及以上,3年工作经验,未知,2017年12月11日,某知名海外游戏公司,网络游戏,未知,/a/10196965.shtml
68,python高级开发工程师,猎,40-70万,深圳,学历不限,3年工作经验,未知,2017年12月11日,某知名海外游戏公司,网络游戏,未知,/a/10197002.shtml
69,python(django)工程师,猎,18-25万,北京,本科及以上,2年工作经验,未知,2017年12月11日,某教育信息技术有限公司,互联网/移动互联网/电子商务,未知,/a/9970536.shtml
70,Python工程师,猎,24-48万,北京,统招本科,1年工作经验,未知,2017年12月11日,北京乐信圣文科技有限公司,未知,未知,/a/10189433.shtml
71,Python工程师,猎,22-32万,北京,本科及以上,2年工作经验,未知,2017年12月11日,北京某知名社交平台公司,未知,未知,/a/10184988.shtml
72,java、C#、Python工程师,猎,40-70万,北京,统招本科,5年工作经验,未知,2017年12月11日,某硅谷视频广告公司,未知,未知,/a/10180075.shtml
73,Python 研发工程师,猎,20-30万,上海,统招本科,2年工作经验,未知,2017年12月11日,上海人才服务有限公司,未知,未知,/a/7984985.shtml
74,python开发工程师（初级、中级、高级),猎,10-35万,北京,大专及以上,1年工作经验,未知,2017年12月11日,快速发展的互联网企业,互联网/移动互联网/电子商务,未知,/a/10039539.shtml
75,Python高级工程师（爬虫、业务后台）,猎,30-60万,北京,本科及以上,1年工作经验,未知,2017年12月11日,高潜创业公司+大咖,互联网/移动互联网/电子商务,未知,/a/10172385.shtml
76,python研发经理,猎,40-70万,北京,本科及以上,3年工作经验,未知,2017年12月11日,北京某互联网公司,互联网/移动互联网/电子商务,未知,/a/10164900.shtml
77,Python,猎,25-45万,北京,统招本科,4年工作经验,未知,2017年12月11日,某大型综合性公司,未知,未知,/a/10156683.shtml
78,数据挖掘专家/工程师（Python）或（SAS）,猎,40-70万,北京,本科及以上,3年工作经验,未知,2017年12月11日,二手车评估,未知,未知,/a/10089532.shtml
79,java/python工程师,猎,20-30万,北京,统招本科,2年工作经验,未知,2017年12月11日,某教育科技公司,未知,未知,/a/10158035.shtml
80,Python开发,猎,35-50万,北京,本科及以上,3年工作经验,未知,2017年12月11日,某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/9941841.shtml
81,Python后端工程师,猎,24-50万,北京,学历不限,5年工作经验,未知,2017年12月11日,北京某知名天使轮企业,未知,未知,/a/10137339.shtml
82,python开发工程师,猎,30-30万,北京,统招本科,3年工作经验,未知,2017年12月11日,北京某信息科技有限公司,未知,未知,/a/10123379.shtml
83,资深运维开发（Python或shell）,猎,40-60万,"上海,北京",本科及以上,4年工作经验,未知,2017年12月11日,国内知名互联网电商,互联网/移动互联网/电子商务,未知,/a/10102229.shtml
84,Python工程师,猎,25-40万,"北京,广州,深圳",统招本科,3年工作经验,未知,2017年12月11日,国内上市IT公司,未知,未知,/a/10099349.shtml
85,python高级开发工程师,猎,30-60万,深圳,本科及以上,3年工作经验,未知,2017年12月11日,某游戏公司,未知,未知,/a/10092014.shtml
86,Analytics （SAS/R/Python）,猎,20-30万,上海,统招本科,经验不限,未知,2017年12月11日,全球著名的TOP管理咨询公司,未知,未知,/a/9424885.shtml
87,Python开发,猎,15-30万,上海,大专及以上,1年工作经验,未知,2017年12月11日,某私募基金公司,未知,未知,/a/10082900.shtml
88,Python 开发工程师,猎,13-26万,北京,学历不限,5年工作经验,未知,2017年12月11日,某大型风力发电机组研究开发有限公司,未知,未知,/a/10082705.shtml
89,高级后端开发工程师（python）,猎,20-50万,"北京,上海,广东省",统招本科,6年工作经验,未知,2017年12月11日,中国知名互联网企业,网络游戏,未知,/a/9055106.shtml
90,python 后端,猎,12-20万,成都,本科及以上,4年工作经验,未知,2017年12月11日,成都某科技有限责任公司,未知,未知,/a/10070105.shtml
91,高级PHP GO Python工程师,猎,45-75万,北京,统招本科,3年工作经验,未知,2017年12月11日,某明星创业公司,未知,未知,/a/10055750.shtml
92,数据抓取（Python开发）,猎,30-50万,北京,统招本科,3年工作经验,未知,2017年12月11日,某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/10050524.shtml
93,python开发工程师,猎,30-40万,"上海,北京,杭州",学历不限,2年工作经验,未知,2017年12月11日,知名的音乐互联网公司,未知,未知,/a/9632530.shtml
94,python开发,猎,30-60万,北京,统招本科,3年工作经验,未知,2017年12月11日,北京共享领域互联网公司,互联网/移动互联网/电子商务,未知,/a/10034906.shtml
95,web/python全栈工程师,猎,15-40万,深圳,统招本科,3年工作经验,未知,2017年12月11日,国内某知名游戏公司,未知,未知,/a/10029848.shtml
96,python(django)工程师,猎,20-30万,北京,大专及以上,2年工作经验,未知,2017年12月11日,北京某信息技术有限公司,未知,未知,/a/10032735.shtml
97,python工程师（无人车方向）,猎,50-80万,"北京,加利福尼亚州",学历不限,1年工作经验,未知,2017年12月11日,某无人驾驶公司,未知,未知,/a/10032680.shtml
98,python开发工程师,猎,25-45万,北京,学历不限,3年工作经验,未知,2017年12月11日,某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/10021755.shtml
99,大数据工程师（Java/Python/PHP/C++）,猎,30-60万,北京,统招本科,3年工作经验,未知,2017年12月11日,北京某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/10024679.shtml
100,服务器端开发工程师（Go/C++/Python）,猎,40-70万,北京,统招本科,2年工作经验,未知,2017年12月11日,某移动端个性化推荐平台,互联网/移动互联网/电子商务,未知,/a/9611928.shtml
101,高级后端工程师（python/Go）,猎,35-65万,北京,本科及以上,2年工作经验,未知,2017年12月11日,某移动端个性化推荐平台,互联网/移动互联网/电子商务,未知,/a/10021676.shtml
102,高级Python,猎,20-30万,成都,本科及以上,3年工作经验,未知,2017年12月11日,四川知名上市互联网物流公司,未知,未知,/a/10020879.shtml
103,高级软件工程师（Python方向）,猎,20-30万,上海,统招本科,2年工作经验,未知,2017年12月11日,某大型外资MRO工业品分销商,互联网/移动互联网/电子商务,未知,/a/9345405.shtml
104,后端工程师（java/python/ruby/PHP）,猎,30-60万,上海,统招本科,3年工作经验,未知,2017年12月11日,国内某著名海购分享社区平台公司,未知,未知,/a/8395112.shtml
105,python爬虫工程师,猎,21-35万,上海,统招本科,2年工作经验,未知,2017年12月11日,上海某知名互联网金融公司,未知,未知,/a/9998109.shtml
106,python工程师,猎,30-60万,"北京,深圳,杭州",本科及以上,1年工作经验,未知,2017年12月11日,北京某自动驾驶公司,未知,未知,/a/9988585.shtml
107,python开发,猎,40-70万,北京,统招本科,3年工作经验,未知,2017年12月11日,D轮移动互联网独角兽公司,互联网/移动互联网/电子商务,未知,/a/9526800.shtml
108,python开发,猎,30-60万,北京,统招本科,2年工作经验,未知,2017年12月11日,知名共享单车公司,互联网/移动互联网/电子商务,未知,/a/9983601.shtml
109,python后台研发,猎,25-55万,北京,本科及以上,2年工作经验,未知,2017年12月11日,茄子快传,未知,未知,/a/9960258.shtml
110,python研发,猎,35-65万,"北京,深圳,成都",统招本科,3年工作经验,未知,2017年12月11日,茄子快传,未知,未知,/a/9954227.shtml
111,大数据开发（Java/Python/PHP/C++）,猎,30-60万,北京,统招本科,3年工作经验,未知,2017年12月11日,北京某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/9942980.shtml
112,高级python开发工程师,猎,20-30万,上海,学历不限,2年工作经验,未知,2017年12月11日,国内某知名互联网公司,互联网/移动互联网/电子商务,未知,/a/9520125.shtml
113,全栈工程师（Python/Reactjs）,猎,50-70万,北京,学历不限,2年工作经验,未知,2017年12月11日,领先人工智能独角兽公司,互联网/移动互联网/电子商务,未知,/a/9949011.shtml
114,服务端开发工程师-后台C++/Python/Go,猎,30-60万,北京,统招本科,2年工作经验,未知,2017年12月11日,国内准上市独角兽公司,互联网/移动互联网/电子商务,未知,/a/8621033.shtml
115,Software Engineer（C++ and Python）,猎,25-55万,上海,统招本科,2年工作经验,未知,2017年12月11日,全球领先硅谷独角兽VR公司,互联网/移动互联网/电子商务,未知,/a/8412850.shtml
116,图像处理工程师-C++/python/机器学习,猎,25-55万,北京,统招本科,2年工作经验,未知,2017年12月11日,国内准上市独角兽公司,互联网/移动互联网/电子商务,未知,/a/8620995.shtml
117,Python程序员,企,5-7万,西安,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年11月22日,西安图迹信息科技有限公司,计算机软件,100-499人,https://www.liepin.com/job/1910125130.shtml
118,python开发工程师,企,面议,北京,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年11月22日,北京金风科创风电设备有限公司,新能源,1000-2000人,https://www.liepin.com/job/1910467970.shtml
119,python开发工程师,企,面议,上海,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年11月22日,上海微众信息科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197235217.shtml
120,高级后台工程师-Python（大数据&AI）,企,35-63万,深圳-南山区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月22日,美图公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910936087.shtml
121,python工程师,企,10-14万,厦门,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年11月22日,睿视智觉(厦门)软件开发有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910514333.shtml
122,Python 开发工程师,企,21-35万,杭州,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年11月22日,新华三集团,计算机硬件/网络设备,5000-10000人,https://www.liepin.com/job/1910442046.shtml
123,python工程师,企,24-42万,北京,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年11月21日,百迈客生物科技,制药/生物工程,100-499人,https://www.liepin.com/job/199797520.shtml
124,Python开发工程师(长沙),企,7-18万,长沙,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年11月21日,康通电子,电子技术/半导体/集成电路,100-499人,https://www.liepin.com/job/1910455408.shtml
125,python开发工程师,企,21-35万,深圳,统招本科,3年工作经验,投递后：2个工作日内反馈,2017年11月21日,和讯华谷,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910468080.shtml
126,大数据工程师（Python 爬虫）,企,面议,广州-萝岗区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月21日,健客网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/198932334.shtml
127,python（成都）,企,12-24万,成都-高新区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月11日,安恒信息技术,计算机软件,500-999人,https://www.liepin.com/job/199053579.shtml
128,python开发工程师（爬虫方向）,企,30-42万,上海,大专及以上,5年工作经验,投递后：2个工作日内反馈,2017年11月21日,宝尊电商,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910981708.shtml
129,Python工程师,企,10-20万,苏州-工业园,大专及以上,1年工作经验,投递后：1个工作日内反馈,2017年11月21日,苏州东湾信息科技有限公司,计算机软件,1-49人,https://www.liepin.com/job/1910983051.shtml
130,python讲师,企,30-36万,成都-武侯区,大专及以上,经验不限,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910981310.shtml
131,Python讲师,企,24-48万,大连,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910981313.shtml
132,python讲师,企,30-36万,广州-天河区,大专及以上,经验不限,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910981311.shtml
133,Python讲师,企,24-48万,长沙,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910981308.shtml
134,python讲师,企,30-36万,杭州,大专及以上,经验不限,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910981309.shtml
135,python技术总监,企,60-96万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910968090.shtml
136,Python讲师,企,24-48万,北京,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年11月21日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1910968001.shtml
137,Python开发工程师,企,18-36万,北京-海淀区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年11月21日,北京全品文教科技股份有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/197689199.shtml
138,Python老师,企,24-36万,北京,大专及以上,3年工作经验,投递后：10个工作日内反馈,2017年11月20日,北京易联致远无线技术有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910962576.shtml
139,python助教老师（项目经理）,企,8-16万,深圳,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年11月20日,北京千锋互联科技,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/199811546.shtml
140,python工程师（中级）,企,面议,北京,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月03日,新博卓畅技术(北京)有限公司,计算机软件,100-499人,https://www.liepin.com/job/199649331.shtml
141,Python开发工程师,企,12-24万,北京,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年11月17日,北京亿隆汇诚投资管理有限责任公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910409086.shtml
142,资深Python开发工程师,企,22-30万,上海-普陀区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年11月17日,饿了么,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1910900233.shtml
143,资深Python工程师,企,面议,上海-普陀区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年11月17日,饿了么,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1910900071.shtml
144,python开发,企,面议,西安-高新区,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月02日,中软国际科技,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/1910216244.shtml
145,Python 运维开发工程师,企,24-48万,北京,本科及以上,1年工作经验,投递后：1个工作日内反馈,2017年11月15日,新浪微博,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910906244.shtml
146,Python工程师,企,7-14万,广西,大专及以上,3年工作经验,投递后：1个工作日内反馈,2017年11月15日,广西贝加美母婴服务有限公司,医疗/保健/美容/卫生服务,100-499人,https://www.liepin.com/job/1910404789.shtml
147,高级python研发工程师,企,面议,北京-海淀区,本科及以上,1年工作经验,未知,2017年11月15日,今日头条,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910901647.shtml
148,Java/Python/C#网站后台开发,企,面议,广州-天河区,统招本科,经验不限,投递后：1个工作日内反馈,2017年11月15日,网易集团,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/194923038.shtml
149,Python工程师,企,12-18万,苏州-工业园,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年11月15日,爱调研,专业服务(咨询/财会/法律/翻译等),100-499人,https://www.liepin.com/job/1910909454.shtml
150,移动平台后端主程（Go/Python）,企,20-39万,北京-东城区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月14日,北京乐城堡科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910877806.shtml
151,python开发,企,10-20万,武汉-江夏区,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年11月14日,中软国际科技,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/198178259.shtml
152,python开发工程师,企,面议,北京,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年11月14日,爱奇艺,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1910891137.shtml
153,python开发工程师,企,12-18万,武汉,大专及以上,3年工作经验,投递后：1个工作日内反馈,2017年11月14日,中软国际科技,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/199294714.shtml
154,python,企,面议,上海,学历不限,经验不限,投递后：5个工作日内反馈,2017年11月14日,指玩网络,网络游戏,50-99人,https://www.liepin.com/job/198551510.shtml
155,python开发主管(北京）,企,12-18万,北京-顺义区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月13日,狮桥物流,交通/物流/运输,100-499人,https://www.liepin.com/job/1910476728.shtml
