,title,job_type,compensation,city,education,work_experience,feedback_time,time,company,company_type,company_number,company_link
16,Python高级工程师,企,18-30万,北京,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月06日,北京中科物安科技有限公司,计算机硬件/网络设备,1-49人,https://www.liepin.com/job/1911034156.shtml
17,Python高级工程师/架构师,企,24-36万,北京-海淀区,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月06日,汉迪世纪北京,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/194752832.shtml
18,Python开发工程师,企,面议,武汉,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月06日,凯信,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/195366085.shtml
19,python高级研发工程师,企,8-12万,南通,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月06日,帝联科技,通信(设备/运营/增值),500-999人,https://www.liepin.com/job/198111259.shtml
20,高级Python开发工程师,企,14-26万,深圳-南山区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月06日,深圳市杉岩数据技术有限公司,计算机软件,1-49人,https://www.liepin.com/job/195328135.shtml
21,Python开发工程师/初级软件工程师,企,面议,深圳,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月06日,深圳市杉岩数据技术有限公司,计算机软件,1-49人,https://www.liepin.com/job/199020573.shtml
22,Python工程师（算法方向）,企,23-36万,上海-闸北区,硕士及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月06日,patsnap,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1910047260.shtml
23,python后台开发工程师(10001263),企,30-60万,深圳,本科及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月06日,顺丰科技有限公司分支机构,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/198771927.shtml
24,Python后端开发工程师,企,8-12万,成都,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月08日,成都知数科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911241370.shtml
25,python开发,企,5-7万,苏州,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月08日,苏州派维斯信息科技有限公司,计算机软件,1-49人,https://www.liepin.com/job/1910935574.shtml
26,Python 后端-实习,企,4-6万,北京,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月08日,北京敏数科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/199366423.shtml
27,中级python开发工程师,企,17-30万,北京,大专及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月08日,近邻宝科技有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/198633614.shtml
28,python后端开发,企,32-40万,北京,大专及以上,3年工作经验,投递后：10个工作日内反馈,2017年12月08日,北京敏数科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/198796869.shtml
29,python工程师,企,18-30万,合肥,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月08日,合肥市合趣网络科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910205224.shtml
30,python开发工程师,企,面议,上海-浦东新区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月08日,上海期货信息技术有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/199451534.shtml
31,技术工程部-python开发工程师-北京-02155,企,35-56万,北京,本科及以上,4年工作经验,投递后：5个工作日内反馈,2017年12月08日,搜狗,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/198704734.shtml
32,Principal Programmer Analyst-Python/Java,企,面议,深圳,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月08日,Oracle甲骨文,计算机软件,10000人以上,https://www.liepin.com/job/199672730.shtml
33,Principal Programmer Analyst-Python/Java,企,面议,北京,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月08日,Oracle甲骨文,计算机软件,10000人以上,https://www.liepin.com/job/199672728.shtml
34,Principal Programmer Analyst-Python/Java,企,面议,苏州,本科及以上,5年工作经验,投递后：2个工作日内反馈,2017年12月08日,Oracle甲骨文,计算机软件,10000人以上,https://www.liepin.com/job/199672731.shtml
35,广告后端开发工程师（Python/Node.js）,企,12-18万,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月08日,Wicresoft,IT服务/系统集成,2000-5000人,https://www.liepin.com/job/1910623204.shtml
36,高级Python研发工程师,企,17-30万,北京,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月08日,近邻宝科技有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/197840871.shtml
37,Python开发工程师,企,24-36万,深圳-南山区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月05日,盖威科技,计算机软件,100-499人,https://www.liepin.com/job/1911010682.shtml
38,Python高级开发工程师,企,7-10万,南通,学历不限,1年工作经验,投递后：5个工作日内反馈,2017年12月05日,帝联科技,通信(设备/运营/增值),500-999人,https://www.liepin.com/job/1910605874.shtml
39,Python研发工程师,企,18-24万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,微诺时代(北京)科技股份有限公司,IT服务/系统集成,50-99人,https://www.liepin.com/job/198847247.shtml
40,python高级开发工程师,企,24-36万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,北京安人心智科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910829826.shtml
41,服务端开发工程师（Python）,企,20-27万,北京-海淀区,统招本科,2年工作经验,投递后：2个工作日内反馈,2017年12月05日,海致,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/194953126.shtml
42,Python高级开发工程师,企,24-48万,北京-丰台区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,拓天伟业(北京)资产管理集团有限公司,基金/证券/期货/投资,500-999人,https://www.liepin.com/job/199868788.shtml
43,后端开发（JAVA，C#，Python）,企,11-17万,成都,学历不限,1年工作经验,投递后：5个工作日内反馈,2017年12月05日,思特沃克软件技术有限公司,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/196290063.shtml
44,高级开发工程师（C++或Python）,企,12-19万,深圳-福田区,大专及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月05日,深圳证券通信有限公司,IT服务/系统集成,500-999人,https://www.liepin.com/job/1910411483.shtml
45,Python开发工程师-WEB-DNJS0007,企,14-29万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,北京多牛互动传媒股份有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199685571.shtml
46,Python交易开发工程师,企,24-36万,深圳-南山区,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月05日,盖威科技,计算机软件,100-499人,https://www.liepin.com/job/1911010681.shtml
47,python（Django）开发工程师,企,面议,上海,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月05日,上海吉多宜信息技术,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/1911185980.shtml
48,C++/Python研发工程师,企,10-16万,北京,学历不限,2年工作经验,投递后：1个工作日内反馈,2017年12月05日,奔讯电子科技(北京),计算机软件,100-499人,https://www.liepin.com/job/199695969.shtml
49,Python后端开发工程师J11224,企,20-33万,上海,本科及以上,2年工作经验,投递后：2个工作日内反馈,2017年12月05日,沪江,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1911184376.shtml
50,高级Python工程师,企,24-42万,上海,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月05日,你我贷,基金/证券/期货/投资,5000-10000人,https://www.liepin.com/job/199533115.shtml
51,资深python开发工程师,企,面议,上海-长宁区,统招本科,4年工作经验,投递后：10个工作日内反馈,2017年12月05日,美团点评,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/199092618.shtml
52,python开发工程师(职位编号：globalegrow001207),企,12-18万,深圳,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,环球易购,互联网/移动互联网/电子商务,2000-5000人,https://www.liepin.com/job/1911188305.shtml
53,Python开发工程师,企,11-14万,无锡-新区,统招本科,经验不限,投递后：10个工作日内反馈,2017年12月05日,无锡广华科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1911183422.shtml
54,自动化测试工程师（python）,企,12-22万,北京,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月05日,易诚高科,计算机软件,100-499人,https://www.liepin.com/job/1911180135.shtml
55,python开发（智能交易）,企,14-24万,深圳,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,盖威科技,计算机软件,100-499人,https://www.liepin.com/job/1911010693.shtml
56,python开发工程师,企,18-30万,西安,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,西安逆袭网络科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910937338.shtml
57,高级Python工程师,企,18-35万,上海-徐汇区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,上海迈外迪网络科技北京,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/195679872.shtml
58,Python研发工程师,企,7-10万,南通,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月05日,帝联科技,通信(设备/运营/增值),500-999人,https://www.liepin.com/job/1910605878.shtml
59,Python开发工程师,企,36-48万,深圳,本科及以上,5年工作经验,投递后：1个工作日内反馈,2017年12月05日,盖威科技,计算机软件,100-499人,https://www.liepin.com/job/1910558171.shtml
60,Python交易开发工程师,企,36-48万,深圳,本科及以上,5年工作经验,投递后：1个工作日内反馈,2017年12月05日,盖威科技,计算机软件,100-499人,https://www.liepin.com/job/1910558113.shtml
61,HZSMCYF106python开发工程师,企,面议,杭州,统招本科,1年工作经验,投递后：2个工作日内反馈,2017年12月05日,杭州数美科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910511841.shtml
62,高级Python开发工程师,企,24-48万,深圳,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月05日,深圳码隆科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1910142713.shtml
63,高级Python工程師,企,22-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月05日,北京超萌国际文化有限公司,IT服务/系统集成,50-99人,https://www.liepin.com/job/197432628.shtml
64,Python开发工程师,企,12-18万,深圳,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月05日,对酒当歌,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/199618426.shtml
65,python开发工程师,企,7-10万,北京,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月07日,北京红枣科技有限公司,计算机软件,50-99人,https://www.liepin.com/job/1911220771.shtml
66,python开发工程师,企,面议,上海-浦东新区,本科及以上,经验不限,投递后：1个工作日内反馈,2017年12月07日,软通动力-GBG,IT服务/系统集成,10000人以上,https://www.liepin.com/job/1910537698.shtml
67,java或python高级开发,企,16-33万,广州,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月07日,广州虎牙信息科技有限公司,网络游戏,500-999人,https://www.liepin.com/job/1911228466.shtml
68,Python开发工程师,企,24-36万,上海-浦东新区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月07日,上海宏鹿信息技术服务有限公司,互联网/移动互联网/电子商务,500-999人,https://www.liepin.com/job/1911230599.shtml
69,Python开发工程师,企,18-36万,上海-宝山区,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月07日,亨得昂信息科技(上海)有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910555599.shtml
70,高级Python开发工程师,企,21-42万,深圳,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月07日,深圳狗尾草智能科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198494420.shtml
71,Python Software Development Engineer,企,面议,北京,本科及以上,2年工作经验,投递后：10个工作日内反馈,2017年12月07日,江森自控,汽车/摩托车,10000人以上,https://www.liepin.com/job/1911223848.shtml
72,人工智能讲师（Python）,企,面议,上海,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月07日,容大教育,教育/培训/学术/科研/院校,500-999人,https://www.liepin.com/job/1911223380.shtml
73,Python开发工程师,企,12-24万,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月07日,博答企业管理咨询(上海)有限公司,专业服务(咨询/财会/法律/翻译等),100-499人,https://www.liepin.com/job/1910965940.shtml
74,Python工程师,企,21-42万,上海-静安区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月07日,深圳狗尾草智能科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198702917.shtml
75,python开发工程师,企,12-24万,成都-高新区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月07日,兰亭集势,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/198567282.shtml
76,python开发工程师,企,18-29万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,北京原子钟信息科技有限公司,IT服务/系统集成,1-49人,https://www.liepin.com/job/199414256.shtml
77,Python（高级&资深&leader）,企,22-42万,深圳,统招本科,3年工作经验,投递后：10个工作日内反馈,2017年12月04日,深圳市明源软件股份有限公司,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910063096.shtml
78,Python中级研发工程师,企,17-28万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,中铁信科技,IT服务/系统集成,100-499人,https://www.liepin.com/job/199671965.shtml
79,Python开发工程师,企,18-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,面包旅行,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910287946.shtml
80,软件工程师（Perl/python/C++/java）,企,23-33万,上海,统招本科,4年工作经验,投递后：5个工作日内反馈,2017年12月04日,塔塔信息技术(中国)上海,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/1911168399.shtml
81,Python高级开发工程师,企,28-42万,北京-海淀区,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,尚合远扬,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/195912472.shtml
82,Python后端开发工程师,企,20-39万,北京,统招本科,2年工作经验,投递后：2个工作日内反馈,2017年12月04日,北京多禾聚元科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911169737.shtml
83,Python 服务器端工程师,企,6-11万,杭州-滨江区,统招本科,经验不限,投递后：2个工作日内反馈,2017年12月04日,杭州敏信科技有限公司,计算机软件,1-49人,https://www.liepin.com/job/1911094786.shtml
84,Python后端工程师（增值服务团队）,企,20-33万,上海,统招本科,1年工作经验,投递后：1个工作日内反馈,2017年12月04日,百姓网,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910801165.shtml
85,高级PYTHON研发工程师,企,36-60万,北京,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月04日,劳动光荣科技(北京)有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/199238800.shtml
86,Python软件工程师,企,12-18万,长沙-岳麓区,大专及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月04日,长沙程超网络科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911163353.shtml
87,高级Java/Python工程师,企,30-42万,北京,本科及以上,5年工作经验,投递后：5个工作日内反馈,2017年12月04日,北京博学慎思教育科技有限公司,教育/培训/学术/科研/院校,50-99人,https://www.liepin.com/job/1911166099.shtml
88,python开发工程师,企,20-26万,北京,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月04日,北京影谱传媒有限公司,广告/公关/市场推广/会展,50-99人,https://www.liepin.com/job/1911165337.shtml
89,python开发工程师,企,18-30万,北京,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,马上消费金融股份有限公司,基金/证券/期货/投资,1000-2000人,https://www.liepin.com/job/1911159974.shtml
90,Python讲师,企,10-19万,上海,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月04日,上海墨桐花开教育科技有限公司,教育/培训/学术/科研/院校,100-499人,https://www.liepin.com/job/199738271.shtml
91,python web工程师,企,10-12万,大连-甘井子,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月04日,大连莫比嗨客智能科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911063598.shtml
92,Web 后端开发工程师(Python),企,12-19万,广州,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,上海瑞玩网络科技有限公司广州分公司,网络游戏,50-99人,https://www.liepin.com/job/1910823331.shtml
93,Python工程师,企,18-36万,上海,本科及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月04日,汇智软件,计算机软件,50-99人,https://www.liepin.com/job/197284870.shtml
94,Python讲师,企,7-10万,杭州,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月04日,电魂网络科技,网络游戏,500-999人,https://www.liepin.com/job/1910495189.shtml
95,python研发工程师,企,12-24万,武汉-洪山区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月04日,北京好巧国际旅行社有限公司,全部行业,100-499人,https://www.liepin.com/job/194925505.shtml
96,Python架构师,企,42-49万,北京-海淀区,学历不限,5年工作经验,投递后：5个工作日内反馈,2017年12月04日,尚合远扬,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/196296803.shtml
97,python开发工程师,企,18-30万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月04日,北京一天天教育科技有限公司,教育/培训/学术/科研/院校,50-99人,https://www.liepin.com/job/199225873.shtml
98,Python开发工程师,企,22-30万,深圳,大专及以上,2年工作经验,投递后：1个工作日内反馈,2017年12月04日,深圳众禄金融控股股份有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/199033310.shtml
99,C++/Python开发工程师,企,21-42万,北京,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月03日,北京蓦然认知科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/199583974.shtml
100,python工程师（中级）,企,面议,廊坊,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年12月03日,新博卓畅技术(北京)有限公司,计算机软件,100-499人,https://www.liepin.com/job/199649326.shtml
101,Python 爬虫工程师,企,18-24万,北京,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月06日,银湖网络,基金/证券/期货/投资,1000-2000人,https://www.liepin.com/job/1911203627.shtml
102,Python研发工程师（中高级）,企,24-42万,北京,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月06日,掌阅科技股份有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/196385572.shtml
103,Python课程开发/ 授课,企,面议,上海,本科及以上,经验不限,投递后：5个工作日内反馈,2017年12月06日,领翌(上海)科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910838527.shtml
104,"Node.js开发工程师（可接受python,ruby转）",企,面议,上海,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月06日,普华永道信息技术,IT服务/系统集成,10000人以上,https://www.liepin.com/job/1910063550.shtml
105,PYTHON研发工程师,企,30-42万,北京-朝阳区,统招本科,5年工作经验,投递后：2个工作日内反馈,2017年12月06日,实益达科技 麦达数字集团,计算机软件,1000-2000人,https://www.liepin.com/job/199690083.shtml
106,Python高级研发工程师,企,18-36万,上海,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年12月02日,GEMII-景栗,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/197950527.shtml
107,Python开发工程师,企,11-19万,北京,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月02日,北京中科网航安全技术有限公司,计算机软件,1-49人,https://www.liepin.com/job/1911083474.shtml
108,HZALCYF106Python开发工程师,企,面议,杭州,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年12月05日,杭州数美科技有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/1910699893.shtml
109,Python开发工程师,企,18-26万,北京,统招本科,经验不限,投递后：5个工作日内反馈,2017年12月05日,7K7K,网络游戏,100-499人,https://www.liepin.com/job/1910874178.shtml
110,python开发工程师,企,12-24万,上海,本科及以上,2年工作经验,投递后：5个工作日内反馈,2017年12月05日,携程,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/199863333.shtml
111,python开发工程师,企,面议,杭州,本科及以上,12年工作经验,投递后：1个工作日内反馈,2017年12月05日,网易集团,互联网/移动互联网/电子商务,10000人以上,https://www.liepin.com/job/1911003381.shtml
112,Python软件工程师,企,12-36万,上海,统招本科,3年工作经验,投递后：5个工作日内反馈,2017年12月01日,贤库企业管理咨询,专业服务(咨询/财会/法律/翻译等),50-99人,https://www.liepin.com/job/1911131307.shtml
113,Python研发工程师,企,18-26万,北京,统招本科,经验不限,投递后：2个工作日内反馈,2017年12月01日,北京泽塔云科技股份有限公司,IT服务/系统集成,50-99人,https://www.liepin.com/job/1910924292.shtml
114,Python平台中级开发工程师,企,18-24万,北京-海淀区,学历不限,经验不限,投递后：5个工作日内反馈,2017年12月01日,北京云途腾科技有限责任公司,IT服务/系统集成,100-499人,https://www.liepin.com/job/1911125513.shtml
115,python开发工程师,企,12-24万,上海,本科及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月01日,上海六界信息技术有限公司,互联网/移动互联网/电子商务,100-499人,https://www.liepin.com/job/198439055.shtml
116,Python高级程序员,企,11-14万,深圳-南山区,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月01日,深圳生理科技有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1911125570.shtml
117,python开发工程师,企,8-16万,长沙-天心区,大专及以上,3年工作经验,投递后：5个工作日内反馈,2017年12月01日,湖南大简科技有限公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911122602.shtml
118,Python后端研发工程师 - Tornado,企,18-24万,深圳-福田区,统招本科,2年工作经验,投递后：5个工作日内反馈,2017年12月01日,游点酷科技(深圳)有限公司,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910643405.shtml
119,Python 高级工程师,企,12-18万,苏州,大专及以上,1年工作经验,投递后：5个工作日内反馈,2017年12月01日,苏州四维空间智能科技有限公司,计算机硬件/网络设备,1-49人,https://www.liepin.com/job/1910471691.shtml
120,Python爬虫工程师,企,12-22万,杭州,学历不限,3年工作经验,投递后：10个工作日内反馈,2017年12月01日,启创资本,互联网/移动互联网/电子商务,1-49人,https://www.liepin.com/job/1910336621.shtml
121,Linux C/C++/python/go开发工程师,企,22-30万,北京,本科及以上,3年工作经验,投递后：2个工作日内反馈,2017年12月01日,北京视界云天科技有限公司,通信(设备/运营/增值),50-99人,https://www.liepin.com/job/1910316242.shtml
122,Python开发工程师,企,面议,上海,统招本科,2年工作经验,投递后：10个工作日内反馈,2017年12月01日,东方财富网,互联网/移动互联网/电子商务,1000-2000人,https://www.liepin.com/job/1910287795.shtml
123,高级Python开发工程师,企,面议,北京-朝阳区,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月30日,上海甦翔投资咨询有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/1911112425.shtml
124,python爬虫工程师,企,28-49万,北京,统招本科,2年工作经验,投递后：1个工作日内反馈,2017年11月30日,北京瓴岳信息技术有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/1911001902.shtml
125,高级Python开发工程师,企,面议,上海,本科及以上,3年工作经验,投递后：5个工作日内反馈,2017年11月30日,上海甦翔投资咨询有限公司,基金/证券/期货/投资,100-499人,https://www.liepin.com/job/1911112347.shtml
126,高级Python工程师-真格投资企业合作企业（星尘数据）,企,30-60万,北京,本科及以上,3年工作经验,投递后：1个工作日内反馈,2017年11月30日,北京真格天成投资管理有限公司,基金/证券/期货/投资,1-49人,https://www.liepin.com/job/1910409517.shtml
127,python开发（爱城市网）,企,10-11万,济南,统招本科,1年工作经验,投递后：5个工作日内反馈,2017年11月30日,山东浪潮云服务信息科技有限公司,IT服务/系统集成,1000-2000人,https://www.liepin.com/job/1911113339.shtml
128,python开发工程师,企,面议,南京-秦淮区,统招本科,1年工作经验,投递后：2个工作日内反馈,2017年11月30日,天津中连信信息科技有限公司南京分公司,互联网/移动互联网/电子商务,50-99人,https://www.liepin.com/job/1911012515.shtml
129,Python 高级软件工程师,企,28-56万,北京,学历不限,3年工作经验,投递后：2个工作日内反馈,2017年11月30日,企鹅创新(北京)科技有限公司,计算机硬件/网络设备,1-49人,https://www.liepin.com/job/196998859.shtml
